"Time.to.resolution","year","quarter","area"
4,2019,"Q1","W"
2,2019,"Q1","N"
2,2019,"Q1","W"
2,2019,"Q1","D"
2,2019,"Q1","D"
5,2019,"Q1","N"
5,2019,"Q1","N"
2,2019,"Q1","N"
2,2019,"Q1","W"
0,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","N"
1,2019,"Q1","D"
0,2019,"Q1","D"
1,2019,"Q1","W"
7,2019,"Q1","D"
5,2019,"Q1","LSU"
0,2019,"Q1","W"
6,2019,"Q1","LSU"
0,2019,"Q1","W"
6,2019,"Q1","LSU"
5,2019,"Q1","LSU"
3,2019,"Q1","D"
2,2019,"Q1","W"
6,2019,"Q1","D"
4,2019,"Q1","W"
4,2019,"Q1","W"
6,2019,"Q1","W"
1,2019,"Q1","N"
4,2019,"Q1","W"
5,2019,"Q1","N"
5,2019,"Q1","N"
4,2019,"Q1","N"
3,2019,"Q1","W"
2,2019,"Q1","D"
2,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","D"
2,2019,"Q1","N"
2,2019,"Q1","N"
1,2019,"Q1","LSU"
2,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","D"
1,2019,"Q1","D"
4,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
0,2019,"Q1","W"
1,2019,"Q1","LSU"
2,2019,"Q1","W"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","LSU"
1,2019,"Q1","W"
0,2019,"Q1","LSU"
0,2019,"Q1","LSU"
1,2019,"Q1","LSU"
0,2019,"Q1","W"
0,2019,"Q1","N"
0,2019,"Q1","LSU"
0,2019,"Q1","W"
1,2019,"Q1","N"
1,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
2,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
7,2019,"Q1","W"
7,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","W"
0,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","N"
1,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
1,2019,"Q1","N"
0,2019,"Q1","W"
1,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","N"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","W"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","W"
5,2019,"Q1","D"
0,2019,"Q1","W"
4,2019,"Q1","N"
0,2019,"Q1","LSU"
1,2019,"Q1","D"
5,2019,"Q1","LSU"
1,2019,"Q1","W"
4,2019,"Q1","D"
3,2019,"Q1","LSU"
4,2019,"Q1","D"
4,2019,"Q1","W"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
0,2019,"Q1","W"
3,2019,"Q1","W"
2,2019,"Q1","LSU"
2,2019,"Q1","W"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","W"
3,2019,"Q1","LSU"
2,2019,"Q1","D"
10,2019,"Q1","N"
3,2019,"Q1","N"
2,2019,"Q1","W"
2,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","D"
0,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","W"
0,2019,"Q1","D"
0,2019,"Q1","LSU"
2,2019,"Q1","D"
0,2019,"Q1","N"
0,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","LSU"
0,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","LSU"
2,2019,"Q1","W"
1,2019,"Q1","N"
2,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
2,2019,"Q1","W"
0,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
2,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","N"
0,2019,"Q1","W"
2,2019,"Q1","N"
2,2019,"Q1","N"
6,2019,"Q1","N"
0,2019,"Q1","W"
2,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","N"
6,2019,"Q1","N"
6,2019,"Q1","N"
1,2019,"Q1","LSU"
1,2019,"Q1","N"
5,2019,"Q1","N"
5,2019,"Q1","N"
5,2019,"Q1","N"
0,2019,"Q1","D"
5,2019,"Q1","D"
0,2019,"Q1","N"
6,2019,"Q1","W"
6,2019,"Q1","N"
1,2019,"Q1","W"
6,2019,"Q1","W"
8,2019,"Q1","N"
2,2019,"Q1","W"
4,2019,"Q1","LSU"
4,2019,"Q1","W"
0,2019,"Q1","W"
6,2019,"Q1","D"
4,2019,"Q1","W"
4,2019,"Q1","N"
6,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","LSU"
0,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
2,2019,"Q1","W"
1,2019,"Q1","D"
7,2019,"Q1","D"
2,2019,"Q1","D"
4,2019,"Q1","N"
0,2019,"Q1","D"
1,2019,"Q1","N"
1,2019,"Q1","W"
1,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
1,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","N"
4,2019,"Q1","D"
4,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","LSU"
7,2019,"Q1","LSU"
4,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
2,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","LSU"
2,2019,"Q1","LSU"
2,2019,"Q1","LSU"
3,2019,"Q1","D"
2,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","LSU"
2,2019,"Q1","LSU"
3,2019,"Q1","LSU"
6,2019,"Q1","D"
6,2019,"Q1","W"
3,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
2,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","W"
4,2019,"Q1","N"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","LSU"
4,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","W"
2,2019,"Q1","LSU"
2,2019,"Q1","LSU"
2,2019,"Q1","N"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
4,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","D"
1,2019,"Q1","N"
1,2019,"Q1","D"
1,2019,"Q1","D"
3,2019,"Q1","W"
1,2019,"Q1","D"
3,2019,"Q1","W"
1,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","W"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","N"
0,2019,"Q1","D"
0,2019,"Q1","D"
1,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","D"
4,2019,"Q1","D"
1,2019,"Q1","D"
4,2019,"Q1","D"
4,2019,"Q1","LSU"
4,2019,"Q1","LSU"
3,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","W"
6,2019,"Q1","W"
6,2019,"Q1","W"
4,2019,"Q1","N"
2,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","LSU"
5,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","D"
2,2019,"Q1","W"
2,2019,"Q1","W"
3,2019,"Q1","W"
4,2019,"Q1","D"
4,2019,"Q1","W"
0,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","W"
6,2019,"Q1","W"
6,2019,"Q1","D"
6,2019,"Q1","D"
4,2019,"Q1","W"
4,2019,"Q1","W"
3,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","N"
3,2019,"Q1","W"
3,2019,"Q1","W"
2,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","N"
0,2019,"Q1","D"
1,2019,"Q1","N"
2,2019,"Q1","N"
1,2019,"Q1","LSU"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
6,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","W"
1,2019,"Q1","N"
1,2019,"Q1","LSU"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","W"
1,2019,"Q1","D"
2,2019,"Q1","D"
1,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","N"
0,2019,"Q1","N"
0,2019,"Q1","N"
0,2019,"Q1","N"
0,2019,"Q1","N"
7,2019,"Q1","D"
7,2019,"Q1","N"
1,2019,"Q1","N"
3,2019,"Q1","N"
7,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","N"
1,2019,"Q1","D"
7,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
1,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
6,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","N"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","LSU"
5,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","W"
1,2019,"Q1","D"
0,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
0,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
5,2019,"Q1","W"
1,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","D"
5,2019,"Q1","LSU"
1,2019,"Q1","W"
2,2019,"Q1","LSU"
2,2019,"Q1","D"
1,2019,"Q1","W"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
6,2019,"Q1","W"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","LSU"
2,2019,"Q1","W"
2,2019,"Q1","N"
6,2019,"Q1","W"
6,2019,"Q1","W"
3,2019,"Q1","D"
6,2019,"Q1","W"
6,2019,"Q1","D"
2,2019,"Q1","W"
2,2019,"Q1","W"
6,2019,"Q1","W"
2,2019,"Q1","W"
6,2019,"Q1","D"
2,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
4,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
4,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","W"
1,2019,"Q1","D"
0,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","N"
4,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
0,2019,"Q1","W"
1,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","W"
0,2019,"Q1","W"
4,2019,"Q1","W"
1,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","D"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","W"
0,2019,"Q1","W"
0,2019,"Q1","W"
4,2019,"Q1","D"
0,2019,"Q1","W"
0,2019,"Q1","D"
0,2019,"Q1","W"
1,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","W"
1,2019,"Q1","W"
4,2019,"Q1","N"
1,2019,"Q1","N"
1,2019,"Q1","W"
0,2019,"Q1","D"
4,2019,"Q1","W"
1,2019,"Q1","D"
4,2019,"Q1","W"
0,2019,"Q1","D"
4,2019,"Q1","W"
0,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","D"
4,2019,"Q1","W"
4,2019,"Q1","W"
1,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","N"
1,2019,"Q1","N"
4,2019,"Q1","N"
5,2019,"Q1","N"
5,2019,"Q1","D"
5,2019,"Q1","N"
5,2019,"Q1","D"
5,2019,"Q1","N"
5,2019,"Q1","W"
2,2019,"Q1","D"
2,2019,"Q1","D"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","N"
2,2019,"Q1","N"
5,2019,"Q1","N"
5,2019,"Q1","D"
5,2019,"Q1","D"
5,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","N"
2,2019,"Q1","D"
5,2019,"Q1","N"
0,2019,"Q1","D"
5,2019,"Q1","W"
2,2019,"Q1","N"
5,2019,"Q1","W"
2,2019,"Q1","N"
5,2019,"Q1","D"
35,2019,"Q1","N"
5,2019,"Q1","D"
5,2019,"Q1","D"
9,2019,"Q1","N"
2,2019,"Q1","D"
5,2019,"Q1","D"
2,2019,"Q1","W"
4,2019,"Q1","N"
2,2019,"Q1","D"
4,2019,"Q1","N"
2,2019,"Q1","N"
4,2019,"Q1","N"
4,2019,"Q1","D"
4,2019,"Q1","D"
4,2019,"Q1","N"
2,2019,"Q1","N"
3,2019,"Q1","D"
8,2019,"Q1","N"
3,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","N"
0,2019,"Q1","D"
3,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","N"
0,2019,"Q1","D"
0,2019,"Q1","N"
3,2019,"Q1","N"
0,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
0,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","W"
0,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","N"
0,2019,"Q1","D"
7,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","N"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","D"
0,2019,"Q1","N"
4,2019,"Q1","N"
4,2019,"Q1","LSU"
4,2019,"Q1","D"
4,2019,"Q1","D"
4,2019,"Q1","LSU"
4,2019,"Q1","D"
4,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","LSU"
4,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","N"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","LSU"
6,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","N"
4,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","D"
7,2019,"Q1","W"
4,2019,"Q1","LSU"
4,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","LSU"
4,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","N"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","W"
7,2019,"Q1","W"
7,2019,"Q1","W"
5,2019,"Q1","D"
5,2019,"Q1","W"
5,2019,"Q1","W"
6,2019,"Q1","W"
5,2019,"Q1","W"
4,2019,"Q1","D"
6,2019,"Q1","W"
5,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","W"
5,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","W"
5,2019,"Q1","W"
5,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
5,2019,"Q1","LSU"
5,2019,"Q1","W"
6,2019,"Q1","N"
6,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","N"
5,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","N"
2,2019,"Q1","W"
1,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","N"
4,2019,"Q1","N"
2,2019,"Q1","W"
2,2019,"Q1","W"
3,2019,"Q1","D"
2,2019,"Q1","W"
4,2019,"Q1","LSU"
3,2019,"Q1","N"
3,2019,"Q1","W"
2,2019,"Q1","W"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","N"
2,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","N"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","N"
1,2019,"Q1","D"
3,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","N"
3,2019,"Q1","LSU"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","LSU"
3,2019,"Q1","N"
3,2019,"Q1","N"
3,2019,"Q1","W"
1,2019,"Q1","W"
0,2019,"Q1","LSU"
3,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","W"
4,2019,"Q1","LSU"
4,2019,"Q1","N"
4,2019,"Q1","N"
2,2019,"Q1","W"
4,2019,"Q1","W"
1,2019,"Q1","W"
4,2019,"Q1","W"
2,2019,"Q1","D"
4,2019,"Q1","N"
2,2019,"Q1","LSU"
4,2019,"Q1","LSU"
4,2019,"Q1","LSU"
2,2019,"Q1","LSU"
2,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","D"
4,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","W"
4,2019,"Q1","N"
1,2019,"Q1","D"
3,2019,"Q1","LSU"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","D"
3,2019,"Q1","N"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","D"
3,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
3,2019,"Q1","W"
1,2019,"Q1","D"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
3,2019,"Q1","W"
1,2019,"Q1","LSU"
3,2019,"Q1","LSU"
1,2019,"Q1","D"
1,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","N"
1,2019,"Q1","LSU"
1,2019,"Q1","D"
2,2019,"Q1","LSU"
2,2019,"Q1","N"
2,2019,"Q1","LSU"
2,2019,"Q1","W"
0,2019,"Q1","LSU"
0,2019,"Q1","LSU"
2,2019,"Q1","W"
0,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","D"
2,2019,"Q1","LSU"
2,2019,"Q1","W"
0,2019,"Q1","D"
2,2019,"Q1","N"
0,2019,"Q1","LSU"
2,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","D"
2,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","W"
0,2019,"Q1","D"
2,2019,"Q1","W"
3,2019,"Q1","LSU"
3,2019,"Q1","N"
1,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
3,2019,"Q1","W"
2,2019,"Q1","LSU"
2,2019,"Q1","D"
2,2019,"Q1","W"
2,2019,"Q1","W"
1,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","LSU"
2,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","N"
3,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","W"
2,2019,"Q1","W"
5,2019,"Q1","W"
1,2019,"Q1","W"
1,2019,"Q1","LSU"
1,2019,"Q1","W"
1,2019,"Q1","D"
5,2019,"Q1","W"
5,2019,"Q1","W"
1,2019,"Q1","D"
5,2019,"Q1","D"
5,2019,"Q1","LSU"
1,2019,"Q1","W"
5,2019,"Q1","LSU"
186,2019,"Q1","D"
1,2019,"Q1","LSU"
5,2019,"Q1","W"
5,2019,"Q1","D"
1,2019,"Q1","W"
5,2019,"Q1","W"
1,2019,"Q1","W"
5,2019,"Q1","W"
0,2019,"Q1","W"
5,2019,"Q1","N"
5,2019,"Q1","D"
1,2019,"Q1","N"
1,2019,"Q1","W"
1,2019,"Q1","D"
2,2019,"Q1","D"
6,2019,"Q1","N"
6,2019,"Q1","D"
6,2019,"Q1","D"
6,2019,"Q1","D"
5,2019,"Q1","N"
5,2019,"Q1","W"
4,2019,"Q1","D"
4,2019,"Q1","D"
5,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","N"
0,2019,"Q1","LSU"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","D"
4,2019,"Q1","W"
4,2019,"Q1","W"
4,2019,"Q1","LSU"
3,2019,"Q1","N"
4,2019,"Q1","D"
4,2019,"Q1","D"
4,2019,"Q1","N"
4,2019,"Q1","D"
4,2019,"Q1","N"
5,2019,"Q1","D"
8,2019,"Q1","W"
5,2019,"Q1","LSU"
5,2019,"Q1","D"
5,2019,"Q1","D"
5,2019,"Q1","D"
5,2019,"Q1","LSU"
5,2019,"Q1","D"
4,2019,"Q1","LSU"
4,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","W"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","D"
5,2019,"Q1","LSU"
3,2019,"Q1","D"
6,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","N"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","D"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","LSU"
3,2019,"Q1","D"
3,2019,"Q1","W"
3,2019,"Q1","LSU"
